NOMBRE_CONJUNTO;TIPO_BIEN;PRECIO;LOCALIZACIÓN;FECHA_PUBLICACIÓN;ÁREA m²;NUM_HABITACIONES;NOMBRE_PROYECTO
Oportunidad En Venta Amplio Y Hermoso Departamento Sector Condado Negociable. Cod. Vgkr004;Departamentos; 95000;El Condado, Norte De Quito;16/marzo/2020;;;
Restaurante - Karaoke En Venta, Sector Atahualpa, La Magdalena, Cerca Al Redondel Atahualpa, Sur De Quito;Casa; 320000;La Magdalena, Sur De Quito;31/marzo/2020;;;
Vendo Departamento Moderno En Pomasqui (Urb. La Campiña);Departamentos; 68500;San Antonio De Pichincha, Norte De Quito;27/marzo/2020;;;
Venta Casa San Antonio, Unasur;Casa; 135000;San Antonio De Pichincha, Norte De Quito;29/marzo/2020;;;
La Armenia Casa De Una Planta Con Amplio Terreno;Casa; 600000;Conocoto, Valle Los Chillos;22/marzo/2020;;;
Venta De Casa 280 M2 Construccíon Y 600 Metros De Terreno En El Valle De Los Chillos.;Casa; 165000;Solanda, Sur De Quito;29/marzo/2020;;;
Hermosa Casa Un Sola Planta Cotocollao 23 De Junio, Terreno;Casa; 190000;Cotocollao, Norte De Quito;20/marzo/2020;;;
Venta Departamento 3 Habitaciones Incluye Zona Humeda Comunal “San Camilo” Cerca El Portal Shopping Calderón $76.000;Departamentos; 76000;Calderón, Norte De Quito;27/marzo/2020;;;
Vendo Casa De Tres Plantas En Conjunto San Antonio Cod 99-9;Casa; 80000;San Antonio De Pichincha, Norte De Quito;13/marzo/2020;;;
Casas Nuevas En Calderón - Conjunto Cerrado Con Áreas Infantiles - Seguridad - Crédito Vip - A 7 Minutos De El Portal;Casa; 68990;Calderón, Norte De Quito;26/marzo/2020;;;
Venta De Casa Al Sur De Quito Sector Ciudadela Ibarra;Casa; 92000;La Ecuatoriana, Sur De Quito;26/marzo/2020;;;
Jc/ González Suarez - De Venta Estupendo Departamento Cod. De - 001128;Departamentos; 175000;Gonzalez Suarez, Iñaquito, Centro Norte;18/marzo/2020;;;
Vendo Casa 200m Sector Legarda Antes Del Condado;Casa; 156000;El Condado, Norte De Quito;20/marzo/2020;;;
Venta Elegante Departamento - Portugal;Departamentos; 290000;Iñaquito, Centro Norte;16/marzo/2020;;;
Departamento En Venta Sector Bellavista;Departamentos; 238000;Iñaquito, Centro Norte;20/marzo/2020;;;
Por Viaje Se Vende Linda Casa;Casa; 112500;San Isidro Del Inca, Centro Norte;13/marzo/2020;;;
Apartamento De Venta Quito Tennis Alto, El Bosque;Departamentos; 190000;Quito Tenis, Centro Norte;19/marzo/2020;;;
Departamento De Venta Sector Embajada Americana;Departamentos; 150000;San Isidro Del Inca, Centro Norte;19/marzo/2020;;;
Venta Espectacular Casa La Cascada Iñaquito A 5 Min Del CC Bosque 300.000;Casa; 299000;Iñaquito Alto, Rumipamba, Centro Norte;18/marzo/2020;;;
Casa De Venta En Zabala Bajo, Norte De Quito;Casa; 85000;Calderón, Norte De Quito;17/marzo/2020;;;
Venta Departamento Lomas Monteserrin , Sector Eko Park, El Ciclista, Academia Cotopaxi, Campo Alegre, Udla;Departamentos; 126000;Iñaquito, Centro Norte;16/marzo/2020;;;
Casas En Venta En La Armenia. Aproveche El Crédito Vip;Casa; 77000;Conocoto, Valle Los Chillos;16/marzo/2020;;;
Casa En Venta, Urb. "El Condado";Casa; 265000;Cotocollao, Norte De Quito;13/marzo/2020;;;
Venta Departamento Sector Centro Norte Quicentro Shopping;Departamentos; 172177;Iñaquito, Centro Norte;07/abril/2020;;;
Av. Belisario Quevedo 170902;Casa; 250000;Cumbaya, Valle Tumbaco;11/noviembre/2019;;;
Departamento De Venta Sector Canal 8 Bellavista;Departamentos; 325000;Iñaquito, Centro Norte;07/abril/2020;;;
Departamento En Venta,Sector Colegio Benalcazar, Área 87 Mts 2;Departamentos; 134000;Iñaquito, Centro Norte;29/marzo/2020;;;
Departamento En Quito, Pinar Bajo, Venta, Por Estrenar, 2 Dormitorios;Departamentos; 120000;El Pinar, Concepción, Centro Norte;06/abril/2020;83;2;
Venta Casa, Sector Colegio Alberth Einsten, Carcelen, Norte De Quito;Casa; 210000;Carcelen, Norte De Quito;27/marzo/2020;;;
Departamento De Venta En El Batan;Departamentos; 179000;Iñaquito, Centro Norte;11/abril/2020;;;
Venta Casa Rincón Del Valle Cumbayá 4 Dormitorios 1000 M²;Casa; 1580000;Miravalle, Nayon - Tanda, Valle Tumbaco;10/abril/2020;;;
Vendo Departamento Duplex Sector Ekopark;Departamentos; 143000;Monteserrin, Jipijapa, Centro Norte;09/abril/2020;;;
C/ Pinar Alto, Precioso Departamento De 102m2 En Venta, A Estrenar, Se Acepta Biess;Departamentos; 127000;El Pinar, Concepción, Centro Norte;07/abril/2020;;;
Departamento En Venta O Renta Con Opción A Compra;Departamentos; 120000;Ponceano, Norte De Quito;07/abril/2020;;;
Excelente Casa En Venta En Tanda Cumbaya Oriente De Quito;Casa; 395000;Quito;12/04/2020;;;
Venta Casa Con Amplio Terreno Y Suites Independientes En Tumbaco;Casa; 950000;Tumbaco, Valle Tumbaco;03/abril/2020;;;
Hermoso Departamento En Venta, Vista Espectacular. El Bosque;Departamentos; 350000;Quito Tenis, Centro Norte;06/abril/2020;;;
Puembo Casa De Lujo En Venta En La Urb. Arrayanes;Casa; 1450000;Puembo, Valle Tumbaco;04/abril/2020;;;
Casa En Venta Cumbaya, Colegio Menor - Wasi;Casa; 275000;Cumbaya, Valle Tumbaco;26/marzo/2020;;;
205 Quito Tenis. Vendo Departamento 103,26 M 3 Dormitorios. A Estrenar;Departamentos; 176000;Rumipamba, Centro Norte;12/04/2020;;;
Hermosa Casa Independiente Con Cancha De Futbol, En Calderón;Casa; 280000;Calderón, Norte De Quito;24/marzo/2020;;;
Departamento De Venta En San Camilo De Calderón;Departamentos; 90000;Calderón, Norte De Quito;02/abril/2020;;;
Casa En Venta Estilo Rustico, Ubicada En San Pedro Taboada, 322 Mts De Terreno.;Casa; 149000;Quito;26/marzo/2020;;;
Quito Tenis Vendo Precioso Departamento;Departamentos; 150000;Rumipamba, Centro Norte;11/abril/2020;;;
Venta De Departamento, Sector Embajada Americana;Departamentos; 133000;San Isidro Del Inca, Centro Norte;31/marzo/2020;;;
Casa De Venta Sector Valle De Los Chillos/Puente3;Casa; 123700;Conocoto, Valle Los Chillos;16/marzo/2020;;;
En Venta Suite Republica De El Salvador;Departamentos; 68000;Iñaquito, Centro Norte;07/abril/2020;;;
Se Vende Flamante Departamento Dúplex;Departamentos; 81308;Cotocollao, Norte De Quito;18/marzo/2020;;;
Duplex De 150m2, Terraza Cubierta 75m2 Sector Solanda;Departamentos; 119900;San Bartolo, Sur De Quito;30/marzo/2020;;;
Venta Casa Amplia $350.000 / Pusuquí;Casa; 350000;Pomasqui, Norte De Quito;09/abril/2020;;;
Casa Rentera 3 Pisos Urb. Vencedores De Pichincha, Biloxi;Casa; 115000;La Mena, Sur De Quito;17/marzo/2020;;;
Vendo Departamento En El Quito Tenis;Departamentos; 309000;Rumipamba, Centro Norte;16/marzo/2020;;;
Venta Suite Por Estrenar Sierra Del Moral 84m2;Departamentos; 125000;Jipijapa, Centro Norte;29/marzo/2020;;;
Vendo , Venta Hermoso Departamento En Urbanizacion Jardines De Amagasi Por Embajada Americana;Departamentos; 160000;San Isidro Del Inca, Centro Norte;28/marzo/2020;;;
La Armenia Reserva Tu Casa Con 1.000 Dólares 140 M2;Casa; 123176;Conocoto, Valle Los Chillos;13/marzo/2020;;;
Venta De Departamento Duplex Cerca Al Hospital Metropolitano/ Mariana De Jesus;Departamentos; 179000;Belisario Quevedo, Centro Norte;13/marzo/2020;;;
Vendo Casa En La Salida Al Tingo, 143m2, Estacionamiento Y Bodega;Casa; 114900;Alangasí, Valle Los Chillos;23/marzo/2020;;;
Vendo Casa Rentera La Rumiñahui, 7 Dptos;Departamentos; 225000;Kennedy, Centro Norte;19/marzo/2020;;;
Departamento En Venta Sector Bosmediano Bellavista Cod: V024;Departamentos; 125000;Bellavista, Iñaquito, Centro Norte;25/marzo/2020;;;
Venta De Suite - Quicentro Norte (Suite/Oficina);Departamentos; 69000;Iñaquito, Centro Norte;24/marzo/2020;;;
Departamento De Venta En Quito Tenis;Departamentos; 220000;Rumipamba, Centro Norte;23/marzo/2020;;;
Venta De Departamento Loft, Av Republica, La Carolina;Departamentos; 140000;Iñaquito, Centro Norte;20/marzo/2020;;;
Se Vende Suite En Edificio La Recoleta Al Norte De Quito;Departamentos; 132000;El Batan, Iñaquito, Centro Norte;03/abril/2020;;;
Venta De Casa En Carapungo, Segunda 2da Etapa,;Casa; 82000;Carapungo, Calderón, Norte De Quito;23/marzo/2020;;;
Casa En Venta Quito/ Carcelen/ Norte De Quito 90% Biess;Casa; 78000;Carcelen, Norte De Quito;22/marzo/2020;;;
Casa De Venta En Tumbaco, Urbanizacion Privada;Casa; 850000;Tumbaco, Valle Tumbaco;09/abril/2020;;;
Espectacular Casa De Venta En Tanda, Sector Miravalle, En Conjunto Sector Rancho San Francisco. 198 M2 Habitables. 272 M;Casa; 218000;Miravalle, Nayon - Tanda, Valle Tumbaco;05/abril/2020;;;
Vendo Casa Por Estrenar Sector La Salle / Valle De Los Chillos;Casa; 78900;Amaguaña, Sur De Quito;13/marzo/2020;;;
Casa De Venta Con 3 Departamentos Barrionuevo;Casa; 115000;San Bartolo, Sur De Quito;04/abril/2020;;;
Venta Departamento De 2 Dormitorios A Estrenar Sector La Carolina;Departamentos; 152700;Iñaquito, Centro Norte;27/marzo/2020;;;
Departamento En Venta En El Sector De Marianitas-Calderón;Departamentos; 69000;Calderón, Norte De Quito;17/marzo/2020;;;
Carcelen Supermaxi Aprovecha Hermoso Departmento;Departamentos; 78000;Carcelen, Norte De Quito;11/abril/2020;;;
El Labrador Departamento De Venta 3 Dormitorios;Departamentos; 78000;Kennedy, Centro Norte;07/abril/2020;;;
Venta De Departamento Por Viaje, En Monteserrin;Departamentos; 200000;Monteserrin, Jipijapa, Centro Norte;18/marzo/2020;;;
Cxc Venta Casa Rentera, Chilibulo, Sur De Quito, Exp.3447;Casa; 218000;San Juan, Centro Colonial;14/marzo/2020;;;
Venta Departamento Terraza Vista Tennis;Departamentos; 265000;Rumipamba, Centro Norte;18/marzo/2020;;;
Suite En Venta / Gaspar De Villarroel;Departamentos; 52000;El Batan, Iñaquito, Centro Norte;09/abril/2020;;;
Vendo Casa Rentera, 4 Departamentos, El Condado, Calle Juan Prócel;Casa; 425000;Cotocollao, Norte De Quito;10/abril/2020;;;
Venta Departamento 2 Dormitorios, Av. 12 De Octubre;Departamentos; 142035;Iñaquito, Centro Norte;08/abril/2020;;;
En Venta Casas Vip De 90m2 - Mitad Del Mundo;Casa; 70000;San Antonio De Pichincha, Norte De Quito;23/marzo/2020;;;
Departamento De Venta, 3 Dormitorios, Sector Solca, Jardines De Amagasí, Norte De Quito;Departamentos; 219000;San Isidro Del Inca, Centro Norte;13/marzo/2020;;;
Casa Pusuqui, Esquinera, Conjunto Villanueva, 4 Dormitorios, Terraza, 2 Parqueaderos, Terraza $110.000;Casa; 110000;Pomasqui, Norte De Quito;08/abril/2020;;;
Me/Sector Bellavista Precioso Departamento En Venta!!!;Departamentos; 235000;Iñaquito, Centro Norte;02/abril/2020;;;
Vendo Departamento, Gonzalez Suarez;Departamentos; 230000;Gonzalez Suarez, Iñaquito, Centro Norte;07/abril/2020;;;
Se Vende, Departamento, Centro Norte Bulgaria;Departamentos; 170000;Iñaquito, Centro Norte;06/abril/2020;;;
En Plena Eloy Alfaro Grande Duplex De Venta Departamento Granados Udla;Departamentos; 130000;El Inca, Jipijapa, Centro Norte;07/abril/2020;;;
Casa De Venta En Sangolqui, Bohios Jatumpamba;Casa; 228000;Amaguaña, Sur De Quito;07/abril/2020;;;
Departamento En Venta En Monteserrin Con Balcon;Departamentos; 258000;Monteserrin, Jipijapa, Centro Norte;07/abril/2020;;;
Departamento Con Balcon 2 Dorm. Quito Tenis De Venta, Centro Norte Quito;Departamentos; 139000;Rumipamba, Centro Norte;31/marzo/2020;;;
Departamento De Venta Sector Monteserrin;Departamentos; 114500;Jipijapa, Centro Norte;05/abril/2020;;;
Venta Lujosa Casa Mitad Del Mundo;Casa; 350000;San Antonio De Pichincha, Norte De Quito;04/abril/2020;;;
Vendo Casas Vip Y Departamentos A Estrenar En Calderon Con Piscina;Casa; 65500;Calderón, Norte De Quito;07/abril/2020;;;
Casa Venta Calderon San Camilo Carapungo Carretas Llano Grande Chico;Casa; 75000;Calderón, Norte De Quito;06/abril/2020;;;
Venta De Casas En El Valle De Tumbaco Cerca De La Av. Interoceánica Y Ruta Viva;Casa; 185000;Tumbaco, Valle Tumbaco;06/abril/2020;;;
El Bosque, Casa Ideal Para Vivienda, O Cualquier Tipo De Negocio;Casa; 490000;Cochapamba, Centro Norte;04/abril/2020;;;
Vendo Dpto De 2 Dormitorios Y Estudio La Carolina - Wasi;Casa; 95000;La Carolina, Iñaquito, Centro Norte;02/abril/2020;;;
Suite En Venta - Quito - La Carolina - Espaciosa Con Acabados Premium;Departamentos; 97999;Iñaquito, Centro Norte;24/marzo/2020;;;
Venta Casa Sector Quitumbe;Casa; 57000;Quitumbe, Sur De Quito;19/marzo/2020;;;
Venta Departamento 2d Qanvas En La Rep Del Salvador;Departamentos; 167700;Iñaquito, Centro Norte;19/marzo/2020;;;
En Venta Hermosa Casa Remodelada Sector La Florida. Cod. Vgkr003;Casa; 160000;Concepción, Centro Norte;16/marzo/2020;;;
Departamento En Venta, Sector Quito Norte, Cotocollao, Cerca Al Parque Quito Norte;Departamentos; 104000;Cotocollao, Norte De Quito;31/marzo/2020;;;
Vendo Elegante Departamento Al Norte De Quito (Av. Eloy Alfaro Edf. Na;Departamentos; 124900;San Isidro Del Inca, Centro Norte;27/marzo/2020;;;
Venta Casa Con Amplio Terreno En Pomasqui;Casa; 98000;Pomasqui, Norte De Quito;29/marzo/2020;;;
Esespacioso Departamento Sector El Bosque;Departamentos; 187000;Cochapamba, Centro Norte;22/marzo/2020;;;
Venta De Casa De 150m2 De Contrucción Y Un Terreno De 247m2 Sector San Martin (Sur De Quito);Casa; 45000;Quitumbe, Sur De Quito;29/marzo/2020;;;
Venta Departamento Tres Habitaciones Planta Baja “Quito Norte” Sector Universidad Indoamérica Norte De Quito $89.000;Departamentos; 89000;Cotocollao, Norte De Quito;27/marzo/2020;;;
Vendo Suit Sector La Carolina Cod 107-15;Departamentos; 95000;Iñaquito, Centro Norte;13/marzo/2020;;;
Departamentos Nuevos En Calderón - Sector Colegio Del Milenio - Si Aplican A Crédito Vip - Conjunto Con Psicina;Departamentos; 46440;Calderón, Norte De Quito;26/marzo/2020;;;
Casa Nueva Al Sur De Quito (Ciudadela Ibarra);Casa; 92000;Chillogallo, Sur De Quito;26/marzo/2020;;;
Jc/ González Suarez - De Venta Hermoso Loft Con Jardin Exclusivo Cod. Lf - 001001;Departamentos; 239000;Gonzalez Suarez, Iñaquito, Centro Norte;18/marzo/2020;;;
Venta Departamento En Proyecto 2 Dormitorios 81m2 Tumbaco;Departamentos; 112999;Tumbaco, Valle Tumbaco;16/marzo/2020;;;
Senior Suite, Suite De Venta En Cumbaya, , Junto Al Hospital De Los Valles.;Departamentos; 120000;Cumbaya, Valle Tumbaco;19/marzo/2020;;;
Departamento En Venta Sector Quiteño Libre;Departamentos; 214990;Bellavista, Iñaquito, Centro Norte;19/marzo/2020;;;
Villa Real Hermosas Casas De Venta Puente 3;Casa; 121000;Conocoto, Valle Los Chillos;18/marzo/2020;;;
Venta De Casa Terreno Los Chillos, Sector Los Cuarteles;Casa; 208000;Conocoto, Valle Los Chillos;17/marzo/2020;;;
Casa De Venta Sector La Cerámica, Chiviqui - Tumbaco;Casa; 200000;Monteserrin, Jipijapa, Centro Norte;16/marzo/2020;;;
Venta Suite En Cumbaya. Al Mejor Precio.;Departamentos; 73278;Cumbaya, Valle Tumbaco;16/marzo/2020;;;
Venta Suite Sector Centro Norte Quicentro Shopping;Departamentos; 107824;Iñaquito, Centro Norte;07/abril/2020;;;
Calle Valerio Armas 170184;Departamentos; 155000;Valle Tumbaco;11/noviembre/2019;;;
Casa En Venta Urbanización San Gregorio De Pusuquí.;Casa; 205000;Pomasqui, Norte De Quito;28/marzo/2020;;;
Departamento En Venta,Sector Colegio Benalcazar, 122 Mts 2;Departamentos; 195000;Iñaquito, Centro Norte;29/marzo/2020;;;
Departamento En Quito, Pinar Bajo, Venta, Por Estrenar, 3 Dormitorios;Departamentos; 196000;El Pinar, Concepción, Centro Norte;06/abril/2020;132;3;
Departamento Venta Cómodo Alta Plusvalía – Sector Embajada Americana;Departamentos; 145000;San Isidro Del Inca, Centro Norte;23/marzo/2020;;;
Suite De Venta En La Carolina;Departamentos; 66000;Iñaquito, Centro Norte;11/abril/2020;;;
Venta Departamento Tipo Loft Sector Canal 4;Departamentos; 105000;Granda Centeno, Rumipamba, Centro Norte;08/abril/2020;;;
Vendo Galpón Industrial Más Casa Mitad Del Mundo;Casa; 450000;San Antonio De Pichincha, Norte De Quito;08/abril/2020;;;
Venta / Vendo Departamento 2 Habita Sector República Del Salvador, 6 De Diciembre, Pocas Cuadras De La Carolina;Departamentos; 270000;Iñaquito, Centro Norte;08/abril/2020;;;
C/ Sector El Bosque, Departamento De 135m2 En Venta, La Mejor Vista;Departamentos; 180000;Cochapamba, Centro Norte;07/abril/2020;;;
Excelente Casa Con Terreno En Venta En Puembo Sector Arrayanes;Casa; 2000000;Puembo, Valle Tumbaco;07/abril/2020;;;
Venta Departamento Con Amplia Terraza Y Balcón. Jardines Del Batán;Departamentos; 290000;Iñaquito, Centro Norte;03/abril/2020;;;
Casa En Venta. Amplio Jardín Y Áreas Sociales. Sector Colegio Intisana;Casa; 170000;Cochapamba, Centro Norte;06/abril/2020;;;
Quito Casa De Venta En Urban Privada Sector, Centro Norte De Quito;Casa; 1800000;Jipijapa, Centro Norte;04/abril/2020;;;
Departamento De Venta Sector La Carolina, - Wasi;Casa; 120000;Iñaquito, Centro Norte;26/marzo/2020;;;
404 Quito Tenis. Vendo Departamento 79,94 M 2 Dormitorios. A Estrenar;Departamentos; 143000;Rumipamba, Centro Norte;12/04/2020;;;
Casa De Venta, Valle De Los Chillos, Espe;Casa; 248500;Conocoto, Valle Los Chillos;24/marzo/2020;;;
Casa Rentera En Venta En El Sector Del Batán, Por Colegio 24 De Mayo;Casa; 335000;Jipijapa, Centro Norte;02/abril/2020;;;
Vendo Departamento De 94 M² Con Balcon Y Patio Sector El Bosque;Departamentos; 138000;Cochapamba, Centro Norte;21/marzo/2020;;;
Tumbaco Vendo Casa Conjunto Exclusivo;Casa; 165000;Tumbaco, Valle Tumbaco;11/abril/2020;;;
De Oportunidad Hermosas Casas En Venta, Pomasqui;Casa; 120000;Conocoto, Valle Los Chillos;31/marzo/2020;;;
Venta De Departamento De Tres Dormitorios Sector – San Isidro Del Inca;Departamentos; 115000;Kennedy, Centro Norte;01/abril/2020;;;
Hermosas Casas " A Estrenar" - San Juan De Calderón;Casa; 49650;Calderón, Norte De Quito;18/marzo/2020;;;
Casa En Venta, En Conjunto,3d 2 Plantas, La Pulida;Casa; 79500;Cochapamba, Centro Norte;30/marzo/2020;;;
Casa Nueva Bono Abril $2.000 - La Morita II - Tumbaco;Casa; 94900;Tumbaco, Valle Tumbaco;05/abril/2020;;;
Se Vende Casa San Jose De Moran, Calderon;Casa; 45000;Calderón, Norte De Quito;30/marzo/2020;;;
Vendo Casa A Estrenar En Llano Grande;Casa; 82000;Calderón, Norte De Quito;16/marzo/2020;;;
Venta Casa Quito Norte Conjunto Privado Oportunidad;Casa; 78000;Kennedy, Centro Norte;29/marzo/2020;;;
Venta Hermosa Suite Quito Tenis Amoblada O Sin Muebles;Departamentos; 129000;Rumipamba, Centro Norte;28/marzo/2020;;;
Unión Nacional Departamento De Venta 114 M2 3 Dorm;Departamentos; 110000;Rumipamba, Centro Norte;13/marzo/2020;;;
Oportunidad, Chillos, Propiedad Comercial, Chaupitena, 300m2 De Terreno Y 300m2 De Construcción;Casa; 105000;Amaguaña, Sur De Quito;19/marzo/2020;;;
Departamentos En Venta En Calderon Quito Norte Marianitas Cod: V014;Departamentos; 49660;Calderón, Norte De Quito;25/marzo/2020;;;
Departamento De Venta En El Batán Gaspar Y Eloy Alfaro;Departamentos; 194000;El Batan, Iñaquito, Centro Norte;23/marzo/2020;;;
Venta Departamento Sector El Eden, Solca;Departamentos; 116500;San Isidro Del Inca, Centro Norte;20/marzo/2020;;;
Casa De Venta En La Mitad Del Mundo, Conjunto Privado, Sector Mumicucho;Casa; 120000;San Antonio De Pichincha, Norte De Quito;23/marzo/2020;;;
Casa De Venta En Tumbaco Terreno 7.300 Metros Hermosos Jardines;Casa; 945000;Tumbaco, Valle Tumbaco;09/abril/2020;;;
Hermosa Casa De Venta Norte De Quito Independiente Sector Mastodontes, 272 M2 Habitables. 472 M2 Totales.;Casa; 199500;Calderón, Norte De Quito;05/abril/2020;;;
Casa De Venta California Alta;Casa; 175000;Kennedy, Centro Norte;03/abril/2020;;;
Vendo Departamento Nuevo De 3 Dormitorios Calderón;Departamentos; 80000;Calderón, Norte De Quito;27/marzo/2020;;;
Embajada Americana Espectaculares De Oferta Nuevos A Estrenar;Departamentos; 100000;San Isidro Del Inca, Centro Norte;11/abril/2020;;;
Carcelen Casa De Venta Con Local Comercial;Casa; 109000;Carcelen, Norte De Quito;07/abril/2020;;;
Departamento 240 Metros Usd 170.000 "Bugambillas";Departamentos; 170000;Iñaquito, Centro Norte;18/marzo/2020;;;
Cxc Venta Departamento, Comite Del Pueblo, Norte De Quito, Exp.2410;Departamentos; 29500;San Juan, Centro Colonial;14/marzo/2020;;;
Venta Departamento Linda Vista El Bosque:;Departamentos; 550000;Cochapamba, Centro Norte;18/marzo/2020;;;
Vendo Departamento / Supermaxi Eloy Alfaro;Departamentos; 83000;Jipijapa, Centro Norte;09/abril/2020;;;
República Del Salvador, Departamento, 127 M2, 2 Habitaciones, 2 Baños, 1 Parqueadero;Departamentos; 149000;Iñaquito, Centro Norte;10/abril/2020;;;
Venta Dpto. De Lujo, 112 M², 2 Dormitorios, Quito Tenis;Departamentos; 213000;Rumipamba, Centro Norte;30/marzo/2020;;;
Venta Suite De Oportunidad, Estratégicamente Ubicada;Departamentos; 112950;Mariscal Sucre, Centro Norte;08/abril/2020;;;
Financiamos El 100% Casa Por Estrenar - Mitad Del Mundo;Casa; 99990;San Antonio De Pichincha, Norte De Quito;23/marzo/2020;;;
Casa Ciudad Del Sol, Con Ampliación, 92m2, Sector Pomasqui, Cerca A Supermercados,;Casa; 55000;San Antonio De Pichincha, Norte De Quito;08/abril/2020;;;
Me/Sector Rusia Lindo Departamento Amoblado En Venta!!;Departamentos; 120000;Iñaquito, Centro Norte;01/abril/2020;;;
Venta Departamento Duplex 3 Habitaciones, Cumbaya;Departamentos; 359000;Cumbaya, Valle Tumbaco;07/abril/2020;;;
Se Vende, Departamento, El Bosque;Departamentos; 150000;Quito Tenis, Centro Norte;06/abril/2020;;;
Casa De Venta En El Vallo De Los Chillos, Sector San Rafael;Casa; 105000;Amaguaña, Sur De Quito;07/abril/2020;;;
Casa En Venta Valle Los Chillos La Armenia Urb. Herradura;Casa; 429000;Conocoto, Valle Los Chillos;07/abril/2020;;;
Suite En Urbanizacion El Condado De Venta;Departamentos; 80000;El Condado, Norte De Quito;31/marzo/2020;;;
En Venta Casa Sector Colegio Americano;Casa; 290000;Carcelen, Norte De Quito;03/abril/2020;;;
Vendo Linda Casa En Llano Grande Conjunto Con Cámaras De Seguridad;Casa; 52000;Calderón, Norte De Quito;05/abril/2020;;;
Venta De Casa En San Camilo Carapungo Carretas Llano Grande Chico;Casa; 75000;Calderón, Norte De Quito;06/abril/2020;;;
Departamento Amplio Sector El Bosque;Departamentos; 290000;Rumipamba, Centro Norte;04/abril/2020;;;
Vendo Departamento La Carolina - Wasi;Casa; 178700;Iñaquito, Centro Norte;02/abril/2020;;;
Casa Nueva En Venta - Sur De Quito - Guamaní Alto - Crédito Vip Biess;Casa; 83900;Guamaní, Sur De Quito;21/marzo/2020;;;
Venta Casa Sector Conocoto 4 Habitaciones;Casa; 165000;Conocoto, Valle Los Chillos;19/marzo/2020;;;
Venta Casa En Tumbaco La Morita;Casa; 95000;Tumbaco, Valle Tumbaco;19/marzo/2020;;;
En Venta Exclusiva Casa De Tres Plantas Sector Ponceano Bajo. Cod. Vgkr012;Casa; 170000;Ponceano, Norte De Quito;16/marzo/2020;;;
Departamento En Venta, Sector Quito Tennis, Cerca Al Parque Suecia, Norte De Quito;Departamentos; 310000;Rumipamba, Centro Norte;31/marzo/2020;;;
Vendo Espectacular Casa Muy Amplia Y Con Excelentes Acabados En Miravalle;Casa; 360000;Miravalle, Nayon - Tanda, Valle Tumbaco;19/marzo/2020;;;
Venta Casa Pinar Alto;Casa; 159000;Cochapamba, Centro Norte;29/marzo/2020;;;
Oportunidad Dep Por Estrenar Sector El Inca;Departamentos; 82700;Jipijapa, Centro Norte;22/marzo/2020;;;
Venta De Departamento Sector Parque La Carolina.;Departamentos; 225000;Iñaquito, Centro Norte;29/marzo/2020;;;
Venta Casa Tres Habitaciones Construcción Mixta Estilo Campestre Dos Pisos Cerca Hospital Docente “Calderón” $90.000;Casa; 90000;Calderón, Norte De Quito;27/marzo/2020;;;
Venta De Casa Nueva Al Sur De Quito Sector Martha Bucaram;Casa; 91000;La Ecuatoriana, Sur De Quito;26/marzo/2020;;;
Be/ González Suarez - Oportunidad De Venta Excelente Departamento! Cod. De - 001127;Departamentos; 135000;Gonzalez Suarez, Iñaquito, Centro Norte;13/marzo/2020;;;
Venta Suite En Proyecto Tumbaco;Departamentos; 85000;El Condado, Norte De Quito;16/marzo/2020;;;
Casa De Venta, Cerca Al Nuevo C.C. El Portal, Frente A Yambal;Casa; 165000;Ponceano, Norte De Quito;19/marzo/2020;;;
Casa De Oportunidad Sector Capri;Casa; 169990;Comité Del Pueblo, Centro Norte;19/marzo/2020;;;
Espectacular Casa Altos De Amagasí Urbanización Orquídeas Del Norte;Casa; 270000;San Isidro Del Inca, Centro Norte;18/marzo/2020;;;
Venta De Departamento, Sector Coruña, Centro Norte De Quito;Departamentos; 305000;Mariscal Sucre, Centro Norte;17/marzo/2020;;;
Venta Casa, Cumbaya Sector Colegio Aleman En Conjunto;Casa; 210000;Tumbaco, Valle Tumbaco;16/marzo/2020;;;
Casa En Venta, Sector La Pampa;Casa; 73000;Pomasqui, Norte De Quito;13/marzo/2020;;;
Venta Departamento Sector El Batán A Estrenar;Departamentos; 219239;Jipijapa, Centro Norte;06/abril/2020;;;
República De El Salvador 1;Departamentos; 123000
            $90 alicuota;La Carolina, Iñaquito, Centro Norte;20/noviembre/2019;;;
Universidad San Francisco 170902;Departamentos; 160000;Cumbaya, Valle Tumbaco;07/noviembre/2019;;;
Oportunidad Casa En Venta Con Terreno Sur Sector Beaterio.;Casa; 125000;Turubamba, Sur De Quito;28/marzo/2020;;;
Casa De Venta, Sector La Pampa, 252 Mts 2;Casa; 156000;Pomasqui, Norte De Quito;16/marzo/2020;;;
Hermoso Departamento En Venta, Suiza Y Eloy Alfaro;Departamentos; 170000;Iñaquito, Centro Norte;06/abril/2020;163;3;
Venta Casa Independiente En Conjunto Cerrado – Sector Embajada Americana;Casa; 500000;San Isidro Del Inca, Centro Norte;19/marzo/2020;;;
Departamento 3 Dormitorios En La Carolina;Departamentos; 245000;Iñaquito, Centro Norte;11/abril/2020;;;
En Venta Casa Moderna Por Estrenar, Nayón;Casa; 179000;Nayon - Tanda, Valle Tumbaco;15/marzo/2020;;;
Venta Departamento 3 Dormitorios Sector Batán;Departamentos; 167000;Iñaquito, Centro Norte;08/abril/2020;;;
